Age,Attrition,Department,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,WorkLifeBalance,YearsAtCompany
36,No,Research & Development,Other,823,3,Female,2,Manufacturing Director,2,Married,5228,No,3,9
29,No,Research & Development,Life Sciences,824,3,Male,1,Research Scientist,3,Married,2700,No,3,10
58,Yes,Research & Development,Life Sciences,825,4,Male,5,Research Director,2,Single,19246,Yes,3,31
35,No,Research & Development,Life Sciences,826,4,Female,1,Research Scientist,3,Single,2506,No,3,2
42,No,Research & Development,Life Sciences,827,4,Female,2,Manufacturing Director,4,Married,6062,Yes,3,4
28,Yes,Research & Development,Medical,828,3,Male,1,Research Scientist,3,Single,4382,No,2,2
36,No,Human Resources,Human Resources,829,3,Male,1,Human Resources,2,Married,2143,No,3,5
32,No,Research & Development,Life Sciences,830,3,Female,2,Manufacturing Director,3,Married,6162,No,3,14
40,No,Research & Development,Medical,832,1,Male,2,Laboratory Technician,3,Single,5094,No,3,1
30,No,Research & Development,Medical,833,3,Female,2,Manufacturing Director,4,Single,6877,Yes,2,0
45,No,Research & Development,Life Sciences,834,2,Female,1,Research Scientist,3,Single,2274,No,3,1
42,No,Research & Development,Life Sciences,836,2,Male,2,Manufacturing Director,2,Married,4434,No,2,9
38,No,Research & Development,Life Sciences,837,1,Male,2,Healthcare Representative,1,Divorced,6288,No,2,4
34,No,Research & Development,Life Sciences,838,3,Female,1,Research Scientist,4,Single,2553,No,3,5
49,Yes,Sales,Marketing,840,3,Female,3,Sales Executive,4,Married,7654,No,4,9
55,Yes,Sales,Medical,842,3,Male,2,Sales Executive,4,Single,5160,No,2,9
43,No,Research & Development,Life Sciences,843,2,Male,4,Research Director,1,Married,17159,No,3,4
27,No,Research & Development,Technical Degree,844,3,Male,3,Research Director,4,Divorced,12808,Yes,3,9
35,No,Research & Development,Other,845,3,Male,3,Manufacturing Director,3,Single,10221,No,4,8
28,No,Sales,Marketing,846,2,Female,2,Sales Executive,2,Married,4779,Yes,3,8
34,No,Human Resources,Human Resources,847,3,Male,1,Human Resources,4,Married,3737,No,1,3
26,Yes,Research & Development,Medical,848,3,Female,1,Research Scientist,3,Married,2366,Yes,3,8
27,No,Research & Development,Medical,850,4,Male,1,Research Scientist,4,Married,1706,No,2,0
51,No,Sales,Marketing,851,1,Female,4,Manager,3,Married,16307,No,2,20
44,No,Research & Development,Medical,852,4,Male,2,Healthcare Representative,2,Single,5933,No,2,5
25,No,Research & Development,Medical,854,1,Male,1,Research Scientist,1,Single,3424,No,2,4
33,No,Sales,Medical,855,1,Male,2,Sales Executive,1,Divorced,4037,No,3,9
35,No,Research & Development,Medical,856,3,Female,1,Research Scientist,1,Single,2559,No,2,6
36,No,Sales,Life Sciences,857,2,Male,2,Sales Executive,4,Married,6201,Yes,2,18
32,No,Sales,Life Sciences,859,2,Male,2,Sales Executive,4,Divorced,4403,No,2,5
30,No,Research & Development,Life Sciences,861,2,Male,1,Research Scientist,4,Divorced,3761,No,2,5
53,No,Sales,Marketing,862,1,Female,3,Sales Executive,4,Married,10934,Yes,3,5
45,No,Sales,Marketing,864,4,Male,3,Sales Executive,1,Divorced,10761,Yes,3,5
32,No,Research & Development,Medical,865,3,Female,2,Research Scientist,3,Married,5175,No,2,5
52,No,Research & Development,Medical,867,3,Female,4,Manufacturing Director,4,Married,13826,No,3,9
37,No,Sales,Marketing,868,4,Male,2,Sales Executive,3,Divorced,6334,No,3,1
28,No,Human Resources,Medical,869,2,Male,1,Human Resources,4,Divorced,4936,No,3,5
22,No,Research & Development,Life Sciences,872,4,Male,2,Manufacturing Director,4,Married,4775,No,1,2
44,No,Research & Development,Life Sciences,874,1,Male,1,Laboratory Technician,4,Married,2818,Yes,2,3
42,No,Research & Development,Medical,875,2,Male,1,Research Scientist,4,Single,2515,Yes,3,2
36,No,Human Resources,Life Sciences,878,1,Male,1,Human Resources,1,Married,2342,No,3,5
25,No,Sales,Other,879,3,Male,2,Sales Executive,1,Married,4194,Yes,3,5
35,No,Research & Development,Life Sciences,880,4,Female,3,Manufacturing Director,3,Married,10685,Yes,3,17
35,Yes,Research & Development,Life Sciences,881,4,Female,1,Research Scientist,2,Divorced,2022,Yes,2,10
32,No,Research & Development,Life Sciences,882,4,Male,1,Laboratory Technician,4,Divorced,2314,No,3,3
25,No,Sales,Marketing,885,3,Male,2,Sales Executive,1,Married,4256,No,4,5
49,No,Research & Development,Technical Degree,887,3,Female,1,Research Scientist,1,Married,3580,No,3,4
24,No,Research & Development,Life Sciences,888,1,Male,1,Laboratory Technician,4,Married,3162,No,2,5
32,No,Sales,Life Sciences,889,2,Male,2,Sales Executive,2,Married,6524,No,3,10
38,No,Sales,Marketing,893,2,Male,1,Sales Representative,2,Married,2899,No,3,2
42,No,Research & Development,Life Sciences,894,3,Female,2,Laboratory Technician,4,Married,5231,Yes,2,5
31,No,Research & Development,Life Sciences,895,4,Male,1,Research Scientist,4,Married,2356,Yes,3,6
29,Yes,Sales,Medical,896,2,Female,1,Sales Representative,3,Divorced,2800,Yes,3,3
53,No,Sales,Marketing,897,1,Male,4,Sales Executive,4,Married,11836,No,3,2
35,No,Research & Development,Technical Degree,899,4,Male,3,Manufacturing Director,2,Married,10903,No,3,13
37,No,Sales,Medical,900,3,Female,1,Sales Representative,4,Married,2973,No,3,5
53,No,Research & Development,Life Sciences,901,4,Female,4,Research Director,4,Single,14275,No,3,12
43,No,Research & Development,Life Sciences,902,4,Female,2,Healthcare Representative,4,Married,5562,No,2,5
47,No,Sales,Marketing,903,3,Female,2,Sales Executive,4,Married,4537,Yes,3,7
37,No,Sales,Medical,904,1,Male,3,Sales Executive,2,Single,7642,Yes,3,10
50,No,Research & Development,Life Sciences,905,1,Male,4,Manager,1,Divorced,17924,No,3,31
39,No,Human Resources,Life Sciences,909,4,Female,2,Human Resources,4,Married,5204,No,3,5
33,No,Human Resources,Human Resources,910,4,Male,1,Human Resources,2,Divorced,2277,Yes,4,4
32,Yes,Research & Development,Life Sciences,911,1,Male,1,Laboratory Technician,4,Single,2795,Yes,1,1
29,No,Research & Development,Medical,912,1,Female,1,Laboratory Technician,4,Divorced,2532,No,3,4
44,No,Research & Development,Life Sciences,913,2,Male,1,Research Scientist,1,Married,2559,Yes,3,8
28,No,Sales,Medical,916,1,Male,2,Sales Executive,4,Single,4908,No,3,4
58,Yes,Research & Development,Life Sciences,918,4,Male,1,Laboratory Technician,4,Divorced,2380,Yes,2,1
43,No,Research & Development,Life Sciences,920,1,Female,2,Manufacturing Director,2,Divorced,4765,No,4,1
20,Yes,Sales,Medical,922,3,Female,1,Sales Representative,3,Single,2044,No,2,2
21,Yes,Research & Development,Other,923,4,Female,1,Research Scientist,4,Single,2693,No,2,1
36,No,Research & Development,Life Sciences,924,3,Male,2,Healthcare Representative,4,Married,6586,Yes,2,16
47,No,Sales,Life Sciences,925,4,Female,1,Sales Representative,4,Single,3294,Yes,2,3
22,Yes,Research & Development,Life Sciences,926,2,Female,2,Manufacturing Director,3,Married,4171,Yes,4,3
41,Yes,Research & Development,Life Sciences,927,2,Female,1,Laboratory Technician,4,Divorced,2778,Yes,2,7
28,No,Research & Development,Medical,930,3,Female,1,Research Scientist,3,Divorced,2377,No,3,2
39,Yes,Research & Development,Medical,932,4,Male,1,Laboratory Technician,1,Married,2404,Yes,1,2
27,No,Research & Development,Life Sciences,933,2,Female,1,Research Scientist,3,Single,2318,No,3,1
34,No,Research & Development,Life Sciences,934,2,Male,1,Laboratory Technician,2,Divorced,2008,No,3,1
42,No,Sales,Medical,936,3,Female,2,Sales Executive,3,Single,6244,No,3,5
33,No,Research & Development,Other,939,3,Male,1,Research Scientist,1,Single,2799,Yes,3,3
58,No,Research & Development,Technical Degree,940,3,Female,3,Healthcare Representative,2,Divorced,10552,Yes,3,6
31,No,Sales,Life Sciences,941,2,Male,1,Sales Representative,3,Married,2329,No,4,7
35,No,Research & Development,Life Sciences,942,4,Female,2,Healthcare Representative,4,Married,4014,Yes,1,10
49,No,Research & Development,Other,944,1,Female,3,Laboratory Technician,2,Married,7403,No,2,26
48,No,Research & Development,Medical,945,4,Male,1,Research Scientist,3,Married,2259,No,2,0
31,No,Sales,Marketing,947,4,Female,2,Sales Executive,3,Married,6932,No,2,9
36,No,Research & Development,Other,949,2,Male,1,Research Scientist,4,Single,4678,No,3,6
38,No,Research & Development,Technical Degree,950,4,Female,3,Research Director,1,Married,13582,No,3,15
32,No,Research & Development,Life Sciences,951,3,Female,1,Laboratory Technician,2,Married,2332,No,3,3
25,Yes,Sales,Marketing,952,3,Male,1,Sales Representative,2,Married,2413,Yes,3,1
40,No,Sales,Marketing,954,1,Male,3,Sales Executive,2,Divorced,9705,No,2,1
26,No,Sales,Medical,956,3,Male,2,Sales Executive,1,Single,4294,No,3,7
41,No,Research & Development,Medical,957,4,Male,1,Laboratory Technician,1,Single,4721,Yes,3,18
36,No,Research & Development,Medical,958,3,Male,1,Laboratory Technician,3,Single,2519,No,3,11
19,Yes,Sales,Other,959,4,Male,1,Sales Representative,2,Single,2121,Yes,4,1
20,Yes,Research & Development,Technical Degree,960,1,Male,1,Laboratory Technician,1,Single,2973,No,3,1
31,No,Research & Development,Medical,961,4,Female,2,Healthcare Representative,4,Married,5855,Yes,1,9
40,No,Research & Development,Medical,964,4,Male,1,Research Scientist,2,Divorced,3617,Yes,3,1
32,No,Research & Development,Medical,966,3,Female,2,Manufacturing Director,1,Married,6725,No,4,8
36,Yes,Sales,Life Sciences,967,3,Male,3,Sales Executive,4,Married,10325,Yes,3,16
33,No,Research & Development,Life Sciences,969,2,Female,2,Healthcare Representative,4,Single,6949,No,3,5
37,Yes,Sales,Life Sciences,970,1,Male,3,Sales Executive,3,Married,10609,No,1,14
45,No,Research & Development,Life Sciences,972,3,Male,2,Laboratory Technician,2,Married,4447,No,2,9
29,No,Sales,Technical Degree,974,3,Female,1,Sales Representative,4,Married,2157,No,3,3
35,No,Sales,Medical,975,3,Female,2,Sales Executive,3,Married,4601,No,3,5
52,No,Research & Development,Life Sciences,976,4,Male,4,Manager,4,Married,17099,No,2,9
58,Yes,Research & Development,Technical Degree,977,4,Male,1,Research Scientist,3,Single,2479,No,3,1
53,No,Sales,Medical,981,3,Male,4,Manager,3,Divorced,14852,No,4,17
30,No,Sales,Other,982,3,Male,3,Sales Executive,3,Divorced,7264,No,4,8
38,No,Sales,Technical Degree,983,3,Female,2,Sales Executive,4,Single,5666,Yes,3,5
35,No,Sales,Life Sciences,984,4,Male,3,Sales Executive,4,Divorced,7823,No,3,10
39,No,Sales,Life Sciences,985,1,Male,3,Sales Executive,3,Single,7880,No,3,8
40,Yes,Sales,Life Sciences,986,2,Female,4,Sales Executive,2,Single,13194,Yes,2,1
47,No,Research & Development,Medical,987,3,Male,2,Manufacturing Director,3,Divorced,5067,Yes,4,19
36,No,Sales,Technical Degree,990,1,Male,2,Sales Executive,4,Divorced,5079,No,3,7
31,Yes,Research & Development,Medical,991,3,Male,1,Research Scientist,1,Single,2321,Yes,3,3
33,No,Sales,Life Sciences,992,4,Male,4,Manager,3,Single,17444,No,3,10
29,Yes,Research & Development,Life Sciences,994,4,Female,1,Research Scientist,1,Single,2404,Yes,3,0
33,No,Research & Development,Life Sciences,995,2,Female,1,Research Scientist,4,Single,3452,No,3,3
45,No,Research & Development,Medical,996,4,Female,1,Laboratory Technician,4,Divorced,2270,No,3,5
50,No,Research & Development,Medical,997,4,Male,4,Research Director,4,Divorced,17399,No,2,5
33,No,Research & Development,Other,998,3,Female,2,Healthcare Representative,2,Married,5488,Yes,3,6
41,No,Research & Development,Medical,999,1,Male,5,Research Director,3,Divorced,19419,No,4,18
27,No,Research & Development,Technical Degree,1001,3,Female,1,Laboratory Technician,2,Married,2811,No,3,2
45,No,Research & Development,Life Sciences,1002,4,Male,2,Laboratory Technician,1,Married,3633,Yes,3,9
47,No,Sales,Life Sciences,1003,4,Female,2,Sales Executive,4,Single,4163,Yes,3,9
30,Yes,Research & Development,Life Sciences,1004,1,Female,1,Research Scientist,3,Married,2132,Yes,3,5
50,No,Research & Development,Life Sciences,1005,4,Male,4,Manufacturing Director,3,Married,13973,Yes,3,12
38,No,Research & Development,Medical,1006,3,Male,1,Research Scientist,3,Married,2684,No,2,2
46,No,Research & Development,Medical,1007,4,Male,3,Manufacturing Director,3,Divorced,10845,No,3,8
24,No,Research & Development,Medical,1009,4,Female,2,Manufacturing Director,3,Divorced,4377,No,3,4
35,Yes,Research & Development,Other,1010,3,Male,1,Laboratory Technician,2,Divorced,3743,Yes,1,4
31,No,Research & Development,Life Sciences,1011,3,Female,2,Manufacturing Director,1,Married,4148,No,3,4
18,No,Research & Development,Life Sciences,1012,2,Male,1,Research Scientist,4,Single,1051,No,3,0
54,No,Research & Development,Technical Degree,1013,3,Female,3,Manufacturing Director,3,Married,10739,No,3,10
35,No,Research & Development,Medical,1014,3,Female,3,Healthcare Representative,3,Divorced,10388,Yes,2,16
30,No,Research & Development,Life Sciences,1015,2,Female,3,Research Director,1,Married,11416,Yes,2,8
20,Yes,Research & Development,Medical,1016,4,Female,1,Research Scientist,1,Single,2600,Yes,3,1
30,Yes,Research & Development,Medical,1017,2,Female,1,Laboratory Technician,2,Single,2422,No,3,3
26,No,Research & Development,Medical,1018,4,Male,2,Manufacturing Director,4,Married,5472,No,3,8
22,No,Research & Development,Life Sciences,1019,2,Male,1,Laboratory Technician,1,Married,2451,No,2,4
48,No,Research & Development,Life Sciences,1022,1,Male,2,Healthcare Representative,3,Single,4240,No,3,2
48,No,Research & Development,Life Sciences,1024,3,Male,3,Healthcare Representative,3,Single,10999,No,3,15
41,No,Research & Development,Medical,1025,4,Female,2,Manufacturing Director,3,Single,5003,No,3,2
39,No,Research & Development,Life Sciences,1026,4,Female,4,Manufacturing Director,4,Married,12742,No,3,21
27,No,Research & Development,Life Sciences,1027,1,Female,2,Manufacturing Director,4,Married,4227,No,3,3
35,No,Research & Development,Other,1028,2,Male,1,Laboratory Technician,4,Divorced,3917,No,2,3
42,No,Sales,Marketing,1029,4,Male,5,Manager,3,Married,18303,No,4,1
50,No,Research & Development,Life Sciences,1030,1,Male,1,Laboratory Technician,4,Married,2380,No,3,1
59,No,Research & Development,Life Sciences,1032,3,Female,4,Manufacturing Director,4,Single,13726,Yes,3,5
37,Yes,Research & Development,Medical,1033,1,Female,2,Healthcare Representative,2,Married,4777,No,1,1
55,No,Research & Development,Medical,1034,3,Male,2,Healthcare Representative,2,Married,6385,Yes,3,8
41,No,Research & Development,Life Sciences,1035,2,Female,5,Research Director,3,Divorced,19973,No,3,21
38,No,Sales,Life Sciences,1036,2,Male,2,Sales Executive,4,Single,6861,Yes,3,1
26,Yes,Sales,Medical,1037,2,Male,2,Sales Executive,1,Single,4969,No,3,2
52,Yes,Sales,Marketing,1038,1,Female,5,Manager,4,Married,19845,No,3,32
44,No,Sales,Medical,1039,4,Female,4,Sales Executive,4,Married,13320,Yes,3,12
50,No,Sales,Life Sciences,1040,4,Female,2,Sales Executive,3,Married,6347,No,3,18
36,Yes,Research & Development,Life Sciences,1042,3,Female,1,Laboratory Technician,1,Single,2743,No,3,17
39,No,Research & Development,Medical,1043,4,Female,3,Manufacturing Director,1,Single,10880,Yes,3,21
33,No,Sales,Life Sciences,1044,2,Female,1,Sales Representative,4,Single,2342,No,2,2
45,No,Sales,Life Sciences,1045,4,Female,4,Manager,4,Married,17650,No,4,9
32,No,Research & Development,Medical,1046,4,Female,1,Laboratory Technician,3,Single,4025,No,3,8
34,No,Sales,Marketing,1047,2,Male,2,Sales Executive,4,Divorced,9725,No,2,15
59,No,Sales,Technical Degree,1048,2,Male,3,Manager,4,Married,11904,Yes,1,6
45,No,Human Resources,Medical,1049,2,Male,1,Human Resources,2,Single,2177,No,3,6
53,No,Sales,Marketing,1050,3,Female,3,Sales Executive,2,Married,7525,No,3,15
36,Yes,Research & Development,Other,1052,1,Male,2,Laboratory Technician,3,Divorced,4834,No,2,1
26,Yes,Research & Development,Life Sciences,1053,1,Male,1,Research Scientist,1,Married,2042,Yes,3,3
34,No,Sales,Life Sciences,1055,3,Female,1,Sales Representative,3,Married,2220,Yes,3,1
28,No,Sales,Medical,1056,4,Male,1,Sales Representative,2,Married,1052,No,3,1
38,No,Research & Development,Other,1060,3,Male,1,Research Scientist,3,Married,2821,No,3,2
50,No,Research & Development,Medical,1061,2,Male,5,Research Director,3,Married,19237,Yes,2,8
37,No,Research & Development,Other,1062,4,Female,2,Healthcare Representative,2,Single,4107,No,2,4
40,No,Sales,Marketing,1066,3,Male,2,Sales Executive,1,Married,8396,No,2,7
26,No,Research & Development,Medical,1068,1,Female,1,Research Scientist,3,Divorced,2007,No,3,5
46,No,Research & Development,Medical,1069,4,Male,5,Research Director,4,Divorced,19627,No,3,2
54,No,Sales,Life Sciences,1070,3,Female,3,Sales Executive,3,Married,10686,No,3,9
56,No,Research & Development,Medical,1071,1,Female,1,Research Scientist,3,Married,2942,No,3,5
36,No,Research & Development,Medical,1073,4,Female,3,Manufacturing Director,4,Single,8858,No,2,14
55,No,Research & Development,Medical,1074,3,Male,4,Manager,1,Single,16756,No,4,9
43,No,Sales,Medical,1076,3,Male,3,Sales Executive,4,Divorced,10798,No,3,1
20,Yes,Sales,Marketing,1077,4,Female,1,Sales Representative,4,Single,2323,Yes,3,2
21,Yes,Research & Development,Life Sciences,1079,3,Female,1,Laboratory Technician,1,Single,1416,No,2,1
46,No,Research & Development,Life Sciences,1080,4,Female,2,Research Scientist,1,Divorced,4615,Yes,3,16
51,Yes,Research & Development,Life Sciences,1081,1,Male,1,Research Scientist,3,Married,2461,Yes,4,10
28,Yes,Research & Development,Technical Degree,1082,2,Male,3,Healthcare Representative,1,Single,8722,No,2,10
26,No,Research & Development,Medical,1083,1,Male,1,Laboratory Technician,1,Married,3955,No,3,5
30,No,Research & Development,Other,1084,3,Male,2,Manufacturing Director,1,Married,9957,No,2,6
41,No,Research & Development,Technical Degree,1085,2,Female,1,Research Scientist,3,Married,3376,No,3,10
38,No,Research & Development,Life Sciences,1088,3,Female,3,Healthcare Representative,3,Married,8823,No,2,19
40,No,Research & Development,Technical Degree,1092,1,Male,3,Healthcare Representative,4,Married,10322,No,3,11
27,No,Research & Development,Life Sciences,1094,1,Male,1,Laboratory Technician,3,Married,4621,No,3,3
55,No,Research & Development,Life Sciences,1096,4,Male,3,Manufacturing Director,2,Married,10976,No,3,3
28,No,Research & Development,Other,1097,3,Female,2,Research Scientist,3,Single,3660,No,4,8
44,Yes,Human Resources,Medical,1098,2,Male,3,Human Resources,1,Married,10482,No,3,20
33,No,Research & Development,Life Sciences,1099,4,Male,3,Healthcare Representative,4,Divorced,7119,No,3,3
35,Yes,Sales,Technical Degree,1100,4,Male,3,Sales Executive,1,Single,9582,Yes,3,8
33,Yes,Research & Development,Medical,1101,1,Female,2,Research Scientist,3,Single,4508,No,3,13
28,No,Research & Development,Life Sciences,1102,1,Male,1,Laboratory Technician,3,Divorced,2207,No,2,4
34,No,Research & Development,Life Sciences,1103,1,Male,2,Healthcare Representative,4,Single,7756,No,2,6
37,No,Sales,Life Sciences,1105,4,Female,2,Sales Executive,4,Divorced,6694,Yes,3,1
25,Yes,Research & Development,Technical Degree,1106,4,Male,1,Laboratory Technician,4,Married,3691,Yes,4,7
26,Yes,Research & Development,Medical,1107,1,Male,1,Laboratory Technician,3,Divorced,2377,No,2,1
33,Yes,Research & Development,Medical,1108,1,Male,1,Research Scientist,2,Single,2313,Yes,3,2
42,No,Research & Development,Medical,1109,4,Male,4,Manager,1,Married,17665,No,3,22
28,Yes,Research & Development,Medical,1111,1,Male,1,Laboratory Technician,2,Divorced,2596,No,3,1
50,Yes,Sales,Other,1113,4,Male,2,Sales Executive,3,Single,4728,Yes,3,0
33,No,Sales,Life Sciences,1114,4,Female,2,Sales Executive,2,Married,4302,No,3,3
34,No,Research & Development,Life Sciences,1115,3,Male,1,Research Scientist,4,Married,2979,No,3,0
48,No,Research & Development,Medical,1116,1,Male,4,Manager,4,Single,16885,No,2,5
45,No,Sales,Life Sciences,1117,2,Female,2,Sales Executive,3,Married,5593,No,3,15
52,No,Research & Development,Life Sciences,1118,2,Male,3,Healthcare Representative,2,Single,10445,No,3,8
38,No,Sales,Marketing,1119,3,Male,3,Sales Executive,3,Divorced,8740,Yes,3,8
29,No,Research & Development,Life Sciences,1120,3,Female,1,Research Scientist,4,Divorced,2514,No,3,7
28,No,Research & Development,Medical,1121,4,Female,3,Manufacturing Director,2,Divorced,7655,No,2,9
46,No,Sales,Marketing,1124,1,Male,4,Manager,3,Married,17465,No,3,12
38,No,Sales,Marketing,1125,4,Male,3,Sales Executive,2,Single,7351,No,3,1
43,No,Research & Development,Life Sciences,1126,3,Female,3,Manufacturing Director,1,Married,10820,No,3,8
39,Yes,Research & Development,Life Sciences,1127,1,Male,4,Healthcare Representative,4,Divorced,12169,No,3,18
40,No,Research & Development,Medical,1128,3,Male,5,Research Director,3,Single,19626,No,4,20
21,No,Research & Development,Technical Degree,1131,4,Female,1,Research Scientist,2,Single,2070,Yes,4,2
39,No,Research & Development,Life Sciences,1132,3,Male,2,Laboratory Technician,2,Single,6782,No,2,5
36,No,Research & Development,Life Sciences,1133,1,Male,2,Manufacturing Director,4,Single,7779,No,3,11
31,No,Sales,Life Sciences,1135,3,Male,1,Sales Representative,4,Married,2791,No,3,2
28,No,Research & Development,Life Sciences,1136,1,Male,1,Research Scientist,2,Married,3201,No,1,5
35,No,Sales,Marketing,1137,4,Male,2,Sales Executive,4,Divorced,4968,No,3,5
49,No,Sales,Technical Degree,1138,4,Male,4,Sales Executive,2,Married,13120,No,3,9
34,No,Research & Development,Life Sciences,1140,4,Male,2,Manufacturing Director,3,Single,4033,No,2,3
29,No,Research & Development,Life Sciences,1143,4,Female,1,Research Scientist,2,Divorced,3291,No,2,7
42,No,Research & Development,Medical,1148,2,Male,2,Laboratory Technician,4,Single,4272,No,3,1
29,No,Research & Development,Medical,1150,2,Male,2,Manufacturing Director,4,Married,5056,Yes,2,10
38,No,Human Resources,Human Resources,1152,3,Male,1,Human Resources,3,Married,2844,No,4,7
28,No,Research & Development,Life Sciences,1154,3,Male,1,Research Scientist,3,Divorced,2703,Yes,3,3
18,Yes,Research & Development,Medical,1156,3,Male,1,Laboratory Technician,3,Single,1904,No,3,0
33,Yes,Sales,Marketing,1157,1,Female,2,Sales Executive,1,Single,8224,Yes,3,5
41,No,Research & Development,Life Sciences,1158,2,Male,1,Laboratory Technician,4,Married,4766,Yes,3,1
31,Yes,Research & Development,Medical,1160,3,Male,1,Laboratory Technician,3,Married,2610,No,2,2
37,No,Research & Development,Medical,1161,3,Female,2,Healthcare Representative,4,Divorced,5731,No,3,6
27,No,Research & Development,Life Sciences,1162,4,Male,1,Research Scientist,3,Married,2539,No,3,4
34,No,Sales,Life Sciences,1163,2,Female,2,Sales Executive,3,Married,5714,No,2,6
35,No,Human Resources,Technical Degree,1164,3,Male,1,Human Resources,3,Single,4323,No,1,5
29,Yes,Sales,Life Sciences,1165,4,Female,3,Sales Executive,1,Married,7336,No,1,11
40,No,Research & Development,Medical,1166,2,Female,3,Research Director,3,Single,13499,No,2,18
42,Yes,Sales,Life Sciences,1167,3,Male,4,Sales Executive,1,Single,13758,Yes,2,21
42,No,Sales,Marketing,1171,2,Male,2,Sales Executive,1,Single,5155,No,4,6
35,No,Research & Development,Medical,1172,4,Male,1,Laboratory Technician,3,Married,2258,No,3,8
24,No,Research & Development,Medical,1173,4,Male,1,Laboratory Technician,2,Single,3597,No,3,4
28,Yes,Research & Development,Life Sciences,1175,3,Female,1,Laboratory Technician,4,Married,2515,Yes,2,1
26,No,Research & Development,Medical,1177,1,Male,1,Laboratory Technician,4,Married,4420,No,3,8
30,No,Sales,Marketing,1179,3,Male,2,Sales Executive,3,Married,6578,No,3,10
40,No,Research & Development,Medical,1180,3,Female,2,Research Scientist,4,Married,4422,Yes,1,1
35,No,Research & Development,Life Sciences,1182,3,Male,3,Manufacturing Director,2,Divorced,10274,No,4,7
34,No,Research & Development,Medical,1184,4,Male,2,Healthcare Representative,1,Single,5343,No,3,13
35,No,Research & Development,Other,1185,4,Male,1,Laboratory Technician,4,Married,2376,No,4,2
43,Yes,Sales,Marketing,1188,1,Female,2,Sales Executive,3,Single,5346,No,2,4
32,No,Sales,Life Sciences,1190,3,Female,1,Sales Representative,1,Divorced,2827,No,3,1
56,No,Research & Development,Technical Degree,1191,4,Female,5,Manager,1,Divorced,19943,No,3,5
29,No,Research & Development,Medical,1192,2,Female,1,Laboratory Technician,4,Married,3131,No,3,10
19,No,Research & Development,Life Sciences,1193,3,Male,1,Research Scientist,1,Single,2552,No,3,1
45,No,Research & Development,Medical,1195,1,Female,1,Research Scientist,3,Married,4477,Yes,2,3
37,No,Research & Development,Life Sciences,1196,4,Female,2,Manufacturing Director,4,Married,6474,No,2,14
20,No,Research & Development,Life Sciences,1198,1,Male,1,Laboratory Technician,3,Single,3033,No,2,2
44,Yes,Research & Development,Life Sciences,1200,3,Male,1,Research Scientist,3,Single,2936,Yes,3,6
53,No,Research & Development,Medical,1201,4,Female,5,Manager,3,Divorced,18606,No,3,7
29,No,Research & Development,Life Sciences,1202,2,Female,1,Research Scientist,4,Married,2168,Yes,2,5
22,Yes,Research & Development,Life Sciences,1203,3,Male,1,Research Scientist,4,Married,2853,Yes,3,0
46,No,Sales,Marketing,1204,3,Female,4,Manager,1,Married,17048,No,3,26
44,No,Research & Development,Life Sciences,1206,4,Male,1,Research Scientist,3,Single,2290,No,3,0
33,No,Human Resources,Human Resources,1207,2,Male,1,Human Resources,3,Married,3600,No,3,5
41,Yes,Research & Development,Life Sciences,1210,1,Male,1,Research Scientist,1,Divorced,2107,No,1,1
30,No,Sales,Life Sciences,1211,3,Male,2,Sales Executive,1,Divorced,4115,No,3,4
40,No,Sales,Medical,1212,2,Male,2,Sales Executive,2,Married,4327,No,3,0
50,No,Research & Development,Medical,1215,4,Female,4,Manager,1,Married,17856,No,3,2
28,No,Research & Development,Medical,1216,4,Male,1,Laboratory Technician,1,Married,3196,No,3,6
46,No,Research & Development,Life Sciences,1217,4,Male,5,Research Director,2,Married,19081,No,3,4
35,No,Sales,Life Sciences,1218,3,Male,2,Sales Executive,1,Married,8966,Yes,3,7
24,Yes,Research & Development,Life Sciences,1219,4,Female,1,Laboratory Technician,2,Married,2210,No,1,1
33,No,Sales,Medical,1220,2,Female,2,Sales Executive,3,Married,4539,No,2,10
36,No,Research & Development,Life Sciences,1221,3,Male,1,Laboratory Technician,3,Divorced,2741,No,3,7
30,No,Research & Development,Life Sciences,1224,3,Male,2,Laboratory Technician,3,Divorced,3491,No,2,10
44,No,Research & Development,Other,1225,4,Male,2,Research Scientist,4,Single,4541,No,3,20
20,No,Sales,Marketing,1226,3,Male,1,Sales Representative,4,Single,2678,No,3,2
46,No,Research & Development,Technical Degree,1228,4,Male,2,Manufacturing Director,4,Divorced,7379,No,2,6
42,No,Human Resources,Medical,1231,4,Male,2,Human Resources,1,Married,6272,No,4,4
60,No,Sales,Marketing,1233,2,Male,2,Sales Executive,4,Divorced,5220,Yes,3,11
32,No,Research & Development,Other,1234,3,Female,1,Laboratory Technician,2,Married,2743,No,3,2
32,No,Research & Development,Life Sciences,1235,4,Female,2,Research Scientist,3,Single,4998,Yes,3,8
36,No,Research & Development,Technical Degree,1237,3,Female,3,Manufacturing Director,1,Divorced,10252,Yes,3,7
33,No,Research & Development,Medical,1238,1,Male,1,Research Scientist,4,Married,2781,No,3,14
40,No,Sales,Technical Degree,1239,2,Female,2,Sales Executive,2,Divorced,6852,No,4,5
